ocel:eid,ocel:activity,ocel:timestamp,execution_mode
e_000000447,Approve Invoice,2026-01-12 18:51:00,ai_assisted
e_000000448,Pay Invoice,2026-01-14 18:51:00,manual
e_000000449,Create Purchase Order,2026-01-02 07:22:00,automated
e_000000450,Approve Purchase Order,2026-01-02 13:22:00,automated
e_000000451,Send Purchase Order,2026-01-02 18:22:00,manual
e_000000452,Receive Goods,2026-01-03 18:22:00,manual
e_000000453,Record Goods Receipt,2026-01-04 04:22:00,manual
e_000000454,Receive Goods,2026-01-06 04:22:00,automated
e_000000455,Record Goods Receipt,2026-01-06 11:22:00,automated
e_000000456,Receive Invoice,2026-01-07 11:22:00,automated
e_000000457,Match Invoice,2026-01-08 09:22:00,automated
e_000000458,Approve Invoice,2026-01-09 07:22:00,human_in_loop
e_000000459,Pay Invoice,2026-01-17 07:22:00,manual
e_000000460,Create Purchase Order,2026-01-03 02:40:00,automated
e_000000461,Request Purchase Order Change,2026-01-03 08:40:00,automated
e_000000462,Update Purchase Order,2026-01-03 15:40:00,human_in_loop
e_000000463,Approve Purchase Order,2026-01-03 18:40:00,automated
e_000000464,Send Purchase Order,2026-01-03 23:40:00,automated
e_000000465,Receive Goods,2026-01-06 23:40:00,manual
e_000000466,Record Goods Receipt,2026-01-07 01:40:00,manual
e_000000467,Receive Invoice,2026-01-09 01:40:00,manual
e_000000468,Match Invoice,2026-01-09 04:40:00,manual
e_000000469,Resolve Invoice Mismatch,2026-01-10 08:40:00,ai_assisted
e_000000470,Match Invoice,2026-01-10 23:40:00,manual
e_000000471,Approve Invoice,2026-01-11 06:40:00,automated
e_000000472,Pay Invoice,2026-01-21 06:40:00,automated
e_000000473,Create Purchase Order,2026-01-04 05:00:00,automated
e_000000474,Approve Purchase Order,2026-01-04 09:00:00,manual
e_000000475,Send Purchase Order,2026-01-04 12:00:00,manual
e_000000476,Receive Goods,2026-01-07 12:00:00,manual
e_000000477,Record Goods Receipt,2026-01-07 20:00:00,manual
e_000000478,Receive Invoice,2026-01-08 20:00:00,automated
e_000000479,Match Invoice,2026-01-13 11:00:00,ai_assisted
e_000000480,Approve Invoice,2026-01-14 00:00:00,automated
e_000000481,Pay Invoice,2026-01-20 00:00:00,manual
e_000000482,Create Purchase Order,2026-01-04 21:05:00,automated
e_000000483,Approve Purchase Order,2026-01-04 23:05:00,manual
e_000000484,Send Purchase Order,2026-01-05 00:05:00,automated
e_000000485,Receive Goods,2026-01-08 00:05:00,automated
e_000000486,Record Goods Receipt,2026-01-08 06:05:00,automated
e_000000487,Receive Goods,2026-01-10 06:05:00,automated
e_000000488,Record Goods Receipt,2026-01-10 13:05:00,manual
e_000000489,Receive Invoice,2026-01-11 13:05:00,manual
e_000000490,Match Invoice,2026-01-12 13:05:00,manual
e_000000491,Approve Invoice,2026-01-13 06:05:00,manual
e_000000492,Pay Invoice,2026-01-16 06:05:00,automated
e_000000493,Create Purchase Order,2026-01-04 05:15:00,automated
e_000000494,Approve Purchase Order,2026-01-04 13:15:00,automated
e_000000495,Send Purchase Order,2026-01-04 16:15:00,automated
e_000000496,Receive Goods,2026-01-05 16:15:00,manual
e_000000497,Record Goods Receipt,2026-01-05 18:15:00,human_in_loop
e_000000498,Receive Invoice,2026-01-10 18:15:00,manual
e_000000499,Match Invoice,2026-01-11 18:15:00,automated
e_000000500,Approve Invoice,2026-01-12 15:15:00,manual
e_000000501,Pay Invoice,2026-01-22 15:15:00,automated
e_000000502,Create Purchase Order,2026-01-01 12:18:00,automated
e_000000503,Approve Purchase Order,2026-01-01 14:18:00,manual
e_000000504,Send Purchase Order,2026-01-01 18:18:00,manual
e_000000505,Receive Goods,2026-01-03 18:18:00,manual
e_000000506,Record Goods Receipt,2026-01-03 22:18:00,manual
e_000000507,Receive Invoice,2026-01-10 22:18:00,automated
e_000000508,Match Invoice,2026-01-13 15:18:00,ai_assisted
e_000000509,Approve Invoice,2026-01-14 09:18:00,manual
e_000000510,Pay Invoice,2026-01-20 09:18:00,human_in_loop
e_000000511,Create Purchase Order,2026-01-05 10:25:00,automated
e_000000512,Approve Purchase Order,2026-01-05 15:25:00,manual
e_000000513,Send Purchase Order,2026-01-05 17:25:00,human_in_loop
e_000000514,Receive Goods,2026-01-08 17:25:00,automated
e_000000515,Record Goods Receipt,2026-01-08 21:25:00,human_in_loop
e_000000516,Receive Invoice,2026-01-11 21:25:00,automated
e_000000517,Match Invoice,2026-01-12 21:25:00,manual
e_000000518,Resolve Invoice Mismatch,2026-01-14 08:25:00,manual
e_000000519,Match Invoice,2026-01-14 21:25:00,automated
e_000000520,Approve Invoice,2026-01-15 07:25:00,manual
e_000000521,Pay Invoice,2026-01-25 07:25:00,automated
e_000000522,Create Purchase Order,2026-01-01 18:47:00,manual
e_000000523,Approve Purchase Order,2026-01-06 02:47:00,automated
e_000000524,Send Purchase Order,2026-01-06 04:47:00,manual
e_000000525,Receive Goods,2026-01-11 04:47:00,manual
e_000000526,Record Goods Receipt,2026-01-11 13:47:00,automated
e_000000527,Receive Invoice,2026-01-13 13:47:00,manual
e_000000528,Match Invoice,2026-01-19 09:47:00,manual
e_000000529,Approve Invoice,2026-01-20 08:47:00,human_in_loop
e_000000530,Pay Invoice,2026-01-24 08:47:00,automated
e_000000531,Receive Invoice,2026-01-25 08:47:00,manual
e_000000532,Match Invoice,2026-02-03 20:47:00,manual
e_000000533,Approve Invoice,2026-02-04 02:47:00,manual
e_000000534,Pay Invoice,2026-02-13 02:47:00,human_in_loop
e_000000535,Create Purchase Order,2026-01-05 00:11:00,manual
e_000000536,Approve Purchase Order,2026-01-05 02:11:00,manual
e_000000537,Send Purchase Order,2026-01-05 04:11:00,automated
e_000000538,Receive Goods,2026-01-06 04:11:00,human_in_loop
e_000000539,Record Goods Receipt,2026-01-06 07:11:00,manual
e_000000540,Receive Invoice,2026-01-13 07:11:00,manual
e_000000541,Match Invoice,2026-01-13 10:11:00,human_in_loop
e_000000542,Approve Invoice,2026-01-14 00:11:00,automated
e_000000543,Pay Invoice,2026-01-17 00:11:00,ai_assisted
e_000000544,Create Purchase Order,2026-01-04 10:10:00,automated
e_000000545,Request Purchase Order Change,2026-01-04 13:10:00,ai_assisted
e_000000546,Update Purchase Order,2026-01-04 22:10:00,manual
e_000000547,Approve Purchase Order,2026-01-05 00:10:00,manual
e_000000548,Send Purchase Order,2026-01-05 06:10:00,automated
e_000000549,Receive Goods,2026-01-08 06:10:00,automated
e_000000550,Record Goods Receipt,2026-01-08 07:10:00,automated
e_000000551,Receive Goods,2026-01-11 07:10:00,automated
e_000000552,Record Goods Receipt,2026-01-11 11:10:00,manual
e_000000553,Receive Invoice,2026-01-18 11:10:00,automated
e_000000554,Match Invoice,2026-01-19 01:10:00,ai_assisted
e_000000555,Approve Invoice,2026-01-19 19:10:00,manual
e_000000556,Pay Invoice,2026-01-26 19:10:00,automated
e_000000557,Receive Invoice,2026-01-28 19:10:00,human_in_loop
e_000000558,Match Invoice,2026-01-29 12:10:00,manual
e_000000559,Approve Invoice,2026-01-29 21:10:00,manual
e_000000560,Pay Invoice,2026-02-05 21:10:00,manual
e_000000561,Create Purchase Order,2026-01-02 00:08:00,automated
e_000000562,Approve Purchase Order,2026-01-02 03:08:00,manual
e_000000563,Send Purchase Order,2026-01-02 08:08:00,ai_assisted
e_000000564,Receive Goods,2026-01-05 08:08:00,automated
e_000000565,Record Goods Receipt,2026-01-05 13:08:00,manual
e_000000566,Receive Goods,2026-01-07 13:08:00,manual
e_000000567,Record Goods Receipt,2026-01-07 16:08:00,manual
e_000000568,Receive Invoice,2026-01-11 16:08:00,automated
e_000000569,Match Invoice,2026-01-12 13:08:00,manual
e_000000570,Approve Invoice,2026-01-13 13:08:00,manual
e_000000571,Pay Invoice,2026-01-21 13:08:00,automated
e_000000572,Receive Invoice,2026-01-28 13:08:00,automated
e_000000573,Match Invoice,2026-01-28 21:08:00,ai_assisted
e_000000574,Approve Invoice,2026-01-29 20:08:00,automated
e_000000575,Pay Invoice,2026-01-31 20:08:00,automated
e_000000576,Create Purchase Order,2026-01-02 04:27:00,manual
e_000000577,Request Purchase Order Change,2026-01-02 12:27:00,manual
e_000000578,Update Purchase Order,2026-01-02 17:27:00,automated
e_000000579,Approve Purchase Order,2026-01-03 01:27:00,manual
e_000000580,Send Purchase Order,2026-01-03 06:27:00,automated
e_000000581,Receive Goods,2026-01-04 06:27:00,manual
e_000000582,Record Goods Receipt,2026-01-04 15:27:00,manual
e_000000583,Receive Goods,2026-01-09 15:27:00,manual
e_000000584,Record Goods Receipt,2026-01-09 23:27:00,automated
e_000000585,Receive Invoice,2026-01-12 23:27:00,automated
e_000000586,Match Invoice,2026-01-13 13:27:00,manual
e_000000587,Approve Invoice,2026-01-13 15:27:00,automated
e_000000588,Pay Invoice,2026-01-23 15:27:00,manual
e_000000589,Create Purchase Order,2026-01-03 15:49:00,manual
e_000000590,Request Purchase Order Change,2026-01-08 18:49:00,manual
e_000000591,Update Purchase Order,2026-01-09 02:49:00,manual
e_000000592,Approve Purchase Order,2026-01-09 09:49:00,manual
e_000000593,Send Purchase Order,2026-01-09 15:49:00,human_in_loop
e_000000594,Receive Goods,2026-01-14 15:49:00,manual
e_000000595,Record Goods Receipt,2026-01-14 21:49:00,manual
e_000000596,Receive Invoice,2026-01-19 21:49:00,automated
e_000000597,Match Invoice,2026-01-20 03:49:00,ai_assisted
e_000000598,Approve Invoice,2026-01-20 12:49:00,automated
e_000000599,Pay Invoice,2026-01-21 12:49:00,human_in_loop
e_000000600,Create Purchase Order,2026-01-05 10:59:00,automated
e_000000601,Approve Purchase Order,2026-01-05 11:59:00,automated
e_000000602,Send Purchase Order,2026-01-05 15:59:00,automated
e_000000603,Receive Goods,2026-01-06 15:59:00,manual
e_000000604,Record Goods Receipt,2026-01-06 17:59:00,manual
e_000000605,Receive Invoice,2026-01-07 17:59:00,automated
e_000000606,Match Invoice,2026-01-08 16:59:00,ai_assisted
e_000000607,Approve Invoice,2026-01-08 19:59:00,manual
e_000000608,Pay Invoice,2026-01-09 19:59:00,automated
e_000000609,Create Purchase Order,2026-01-04 14:39:00,manual
e_000000610,Approve Purchase Order,2026-01-04 20:39:00,manual
e_000000611,Send Purchase Order,2026-01-04 22:39:00,human_in_loop
e_000000612,Receive Goods,2026-01-09 22:39:00,manual
e_000000613,Record Goods Receipt,2026-01-10 03:39:00,manual
e_000000614,Receive Goods,2026-01-15 03:39:00,human_in_loop
e_000000615,Record Goods Receipt,2026-01-15 06:39:00,automated
e_000000616,Receive Invoice,2026-01-19 06:39:00,automated
e_000000617,Match Invoice,2026-01-19 09:39:00,human_in_loop
e_000000618,Approve Invoice,2026-01-20 07:39:00,manual
e_000000619,Pay Invoice,2026-01-29 07:39:00,manual
e_000000620,Create Purchase Order,2026-01-02 03:42:00,automated
e_000000621,Approve Purchase Order,2026-01-02 04:42:00,manual
e_000000622,Send Purchase Order,2026-01-02 08:42:00,automated
e_000000623,Receive Goods,2026-01-04 08:42:00,manual
e_000000624,Record Goods Receipt,2026-01-04 13:42:00,manual
e_000000625,Receive Invoice,2026-01-10 13:42:00,manual
e_000000626,Match Invoice,2026-01-11 05:42:00,ai_assisted
e_000000627,Approve Invoice,2026-01-11 09:42:00,manual
e_000000628,Pay Invoice,2026-01-15 09:42:00,manual
e_000000629,Create Purchase Order,2026-01-04 01:27:00,manual
e_000000630,Approve Purchase Order,2026-01-04 07:27:00,manual
e_000000631,Send Purchase Order,2026-01-04 08:27:00,manual
e_000000632,Receive Goods,2026-01-06 08:27:00,human_in_loop
e_000000633,Record Goods Receipt,2026-01-06 10:27:00,automated
e_000000634,Receive Goods,2026-01-10 10:27:00,human_in_loop
e_000000635,Record Goods Receipt,2026-01-10 20:27:00,automated
e_000000636,Receive Invoice,2026-01-14 20:27:00,ai_assisted
e_000000637,Match Invoice,2026-01-15 15:27:00,manual
e_000000638,Approve Invoice,2026-01-16 02:27:00,manual
e_000000639,Pay Invoice,2026-01-25 02:27:00,automated
e_000000640,Create Purchase Order,2026-01-02 11:44:00,automated
e_000000641,Approve Purchase Order,2026-01-02 18:44:00,manual
e_000000642,Send Purchase Order,2026-01-02 20:44:00,automated
e_000000643,Receive Goods,2026-01-03 20:44:00,manual
e_000000644,Record Goods Receipt,2026-01-04 06:44:00,automated
e_000000645,Receive Goods,2026-01-08 06:44:00,manual
e_000000646,Record Goods Receipt,2026-01-08 10:44:00,manual
e_000000647,Receive Invoice,2026-01-12 10:44:00,automated
e_000000648,Match Invoice,2026-01-12 19:44:00,automated
e_000000649,Approve Invoice,2026-01-13 17:44:00,human_in_loop
e_000000650,Pay Invoice,2026-01-19 17:44:00,manual
e_000000651,Create Purchase Order,2026-01-04 02:40:00,manual
e_000000652,Approve Purchase Order,2026-01-04 03:40:00,manual
e_000000653,Send Purchase Order,2026-01-04 04:40:00,ai_assisted
e_000000654,Receive Goods,2026-01-05 04:40:00,automated
e_000000655,Record Goods Receipt,2026-01-05 11:40:00,manual
e_000000656,Receive Goods,2026-01-07 11:40:00,manual
e_000000657,Record Goods Receipt,2026-01-07 14:40:00,manual
e_000000658,Receive Invoice,2026-01-12 14:40:00,automated
e_000000659,Match Invoice,2026-01-21 17:40:00,ai_assisted
e_000000660,Approve Invoice,2026-01-21 19:40:00,manual
e_000000661,Pay Invoice,2026-01-30 19:40:00,automated
e_000000662,Receive Invoice,2026-01-31 19:40:00,automated
e_000000663,Match Invoice,2026-02-11 05:40:00,human_in_loop
e_000000664,Approve Invoice,2026-02-11 07:40:00,manual
e_000000665,Pay Invoice,2026-02-18 07:40:00,automated
e_000000666,Create Purchase Order,2026-01-03 14:11:00,manual
e_000000667,Request Purchase Order Change,2026-01-03 21:11:00,manual
e_000000668,Update Purchase Order,2026-01-04 02:11:00,human_in_loop
e_000000669,Approve Purchase Order,2026-01-04 06:11:00,manual
e_000000670,Send Purchase Order,2026-01-04 07:11:00,automated
e_000000671,Receive Goods,2026-01-05 07:11:00,manual
e_000000672,Record Goods Receipt,2026-01-05 14:11:00,manual
e_000000673,Receive Goods,2026-01-09 14:11:00,manual
e_000000674,Record Goods Receipt,2026-01-09 15:11:00,automated
e_000000675,Receive Invoice,2026-01-10 15:11:00,automated
e_000000676,Match Invoice,2026-01-11 06:11:00,automated
e_000000677,Resolve Invoice Mismatch,2026-01-12 07:11:00,manual
e_000000678,Match Invoice,2026-01-12 12:11:00,ai_assisted
e_000000679,Approve Invoice,2026-01-12 15:11:00,manual
e_000000680,Pay Invoice,2026-01-22 15:11:00,automated
e_000000681,Create Purchase Order,2026-01-01 10:08:00,human_in_loop
e_000000682,Approve Purchase Order,2026-01-01 13:08:00,automated
e_000000683,Send Purchase Order,2026-01-01 19:08:00,automated
e_000000684,Receive Goods,2026-01-02 19:08:00,manual
e_000000685,Record Goods Receipt,2026-01-03 05:08:00,manual
e_000000686,Receive Invoice,2026-01-10 05:08:00,automated
e_000000687,Match Invoice,2026-01-21 04:08:00,manual
e_000000688,Approve Invoice,2026-01-21 10:08:00,automated
e_000000689,Pay Invoice,2026-01-23 10:08:00,automated
e_000000690,Receive Invoice,2026-01-26 10:08:00,manual
e_000000691,Match Invoice,2026-02-01 01:08:00,ai_assisted
e_000000692,Approve Invoice,2026-02-01 13:08:00,manual
e_000000693,Pay Invoice,2026-02-11 13:08:00,human_in_loop
e_000000694,Create Purchase Order,2026-01-03 11:15:00,automated
e_000000695,Approve Purchase Order,2026-01-03 18:15:00,manual
e_000000696,Send Purchase Order,2026-01-03 23:15:00,manual
e_000000697,Receive Goods,2026-01-05 23:15:00,automated
e_000000698,Record Goods Receipt,2026-01-06 01:15:00,manual
e_000000699,Receive Invoice,2026-01-10 01:15:00,automated
e_000000700,Match Invoice,2026-01-10 23:15:00,manual
e_000000701,Approve Invoice,2026-01-11 13:15:00,manual
e_000000702,Pay Invoice,2026-01-13 13:15:00,manual
e_000000703,Receive Invoice,2026-01-16 13:15:00,automated
e_000000704,Match Invoice,2026-01-16 23:15:00,manual
e_000000705,Approve Invoice,2026-01-17 03:15:00,manual
e_000000706,Pay Invoice,2026-01-25 03:15:00,automated
e_000000707,Create Purchase Order,2026-01-02 23:50:00,automated
e_000000708,Request Purchase Order Change,2026-01-03 01:50:00,automated
e_000000709,Update Purchase Order,2026-01-03 11:50:00,human_in_loop
e_000000710,Approve Purchase Order,2026-01-03 15:50:00,manual
e_000000711,Send Purchase Order,2026-01-03 17:50:00,automated
e_000000712,Receive Goods,2026-01-05 17:50:00,manual
e_000000713,Record Goods Receipt,2026-01-05 22:50:00,manual
e_000000714,Receive Goods,2026-01-07 22:50:00,manual
e_000000715,Record Goods Receipt,2026-01-08 05:50:00,manual
e_000000716,Receive Invoice,2026-01-11 05:50:00,automated
e_000000717,Match Invoice,2026-01-11 09:50:00,manual
e_000000718,Approve Invoice,2026-01-11 18:50:00,automated
e_000000719,Pay Invoice,2026-01-19 18:50:00,automated
e_000000720,Create Purchase Order,2026-01-03 20:06:00,manual
e_000000721,Approve Purchase Order,2026-01-03 23:06:00,manual
e_000000722,Send Purchase Order,2026-01-04 04:06:00,ai_assisted
e_000000723,Receive Goods,2026-01-06 04:06:00,manual
e_000000724,Record Goods Receipt,2026-01-06 07:06:00,human_in_loop
e_000000725,Receive Invoice,2026-01-09 07:06:00,manual
e_000000726,Match Invoice,2026-01-10 07:06:00,automated
e_000000727,Resolve Invoice Mismatch,2026-01-11 23:06:00,automated
e_000000728,Match Invoice,2026-01-12 11:06:00,manual
e_000000729,Approve Invoice,2026-01-13 01:06:00,manual
e_000000730,Pay Invoice,2026-01-23 01:06:00,manual
e_000000731,Create Purchase Order,2026-01-05 06:35:00,manual
e_000000732,Approve Purchase Order,2026-01-05 13:35:00,manual
e_000000733,Send Purchase Order,2026-01-05 15:35:00,automated
e_000000734,Receive Goods,2026-01-07 15:35:00,manual
e_000000735,Record Goods Receipt,2026-01-07 18:35:00,automated
e_000000736,Receive Invoice,2026-01-14 18:35:00,automated
e_000000737,Match Invoice,2026-01-15 10:35:00,human_in_loop
e_000000738,Resolve Invoice Mismatch,2026-01-16 20:35:00,manual
e_000000739,Match Invoice,2026-01-17 15:35:00,automated
e_000000740,Approve Invoice,2026-01-18 15:35:00,manual
e_000000741,Pay Invoice,2026-01-19 15:35:00,automated
e_000000742,Create Purchase Order,2026-01-02 06:42:00,automated
e_000000743,Approve Purchase Order,2026-01-08 07:42:00,human_in_loop
e_000000744,Send Purchase Order,2026-01-08 13:42:00,automated
e_000000745,Receive Goods,2026-01-11 13:42:00,human_in_loop
e_000000746,Record Goods Receipt,2026-01-11 20:42:00,manual
e_000000747,Receive Invoice,2026-01-12 20:42:00,manual
e_000000748,Match Invoice,2026-01-13 14:42:00,ai_assisted
e_000000749,Approve Invoice,2026-01-14 09:42:00,manual
e_000000750,Pay Invoice,2026-01-24 09:42:00,manual
e_000000751,Create Purchase Order,2026-01-03 16:47:00,ai_assisted
e_000000752,Approve Purchase Order,2026-01-03 18:47:00,manual
e_000000753,Send Purchase Order,2026-01-04 00:47:00,manual
e_000000754,Receive Goods,2026-01-07 00:47:00,manual
e_000000755,Record Goods Receipt,2026-01-07 04:47:00,manual
e_000000756,Receive Invoice,2026-01-10 04:47:00,automated
e_000000757,Match Invoice,2026-01-19 20:47:00,manual
e_000000758,Approve Invoice,2026-01-20 07:47:00,manual
e_000000759,Pay Invoice,2026-01-22 07:47:00,manual
e_000000760,Create Purchase Order,2026-01-04 12:26:00,automated
e_000000761,Approve Purchase Order,2026-01-04 20:26:00,manual
e_000000762,Send Purchase Order,2026-01-05 00:26:00,automated
e_000000763,Receive Goods,2026-01-07 00:26:00,automated
e_000000764,Record Goods Receipt,2026-01-07 07:26:00,manual
